,game_id,game_date,away_team,home_team,pregame_odds,total_over_points,total_over_stake_percentage,total_over_wager_percentage,total_over_odds,total_over_decimal_odds,total_over_won,total_under_points,total_under_stake_percentage,total_under_wager_percentage,total_under_odds,total_under_decimal_odds,total_under_won,money_away_odds,money_away_decimal_odds,money_away_stake_percentage,money_away_wager_percentage,money_away_won,money_home_odds,money_home_decimal_odds,money_home_stake_percentage,money_home_wager_percentage,money_home_won,spread_away_points,spread_away_odds,spread_away_decimal_odds,spread_away_stake_percentage,spread_away_wager_percentage,spread_away_won,spread_home_points,spread_home_odds,spread_home_decimal_odds,spread_home_stake_percentage,spread_home_wager_percentage,spread_home_won
0,nfl.g.20230924015,2023-09-24-07:00,Denver,Miami,"-6, O/U 47.5",47.5,84.38,77.21,-110.0,1.910,True,47.5,15.62,22.79,-110.0,1.910,False,220.0,3.200,13.51,4.02,False,-275.0,1.360,86.5,95.98,True,6,-110.0,1.910,29.01,35.33,False,-6,-110.0,1.910,70.99,64.67,True
0,nfl.g.20230924016,2023-09-24-07:00,LA Chargers,Minnesota,"-1, O/U 52.5",52.5,74.41,61.8,-110.0,1.910,False,52.5,25.59,38.2,-110.0,1.910,True,-110.0,1.910,41.17,33.27,True,-110.0,1.910,58.84,66.73,False,1,-115.0,1.870,32.43,47.93,True,-1,-105.0,1.950,67.57,52.07,False
0,nfl.g.20230924020,2023-09-24-07:00,New England,NY Jets,"-2.5, O/U 35.5",35.5,52.07,89.7,-110.0,1.910,False,35.5,47.93,10.3,-110.0,1.910,True,-145.0,1.700,59.15,74.51,True,120.0,2.200,40.85,25.49,False,-2.5,-115.0,1.870,50.68,58.4,True,2.5,-105.0,1.950,49.32,41.6,False
0,nfl.g.20230924022,2023-09-24-07:00,Dallas,Arizona,"-11.5, O/U 43.5",43.5,81.79,74.57,-115.0,1.870,True,43.5,18.21,25.43,-105.0,1.950,False,-650.0,1.150,89.3,94.34,False,475.0,5.750,10.7,5.66,True,-11.5,-110.0,1.910,66.88,59.26,False,11.5,-110.0,1.910,33.12,40.74,True
0,nfl.g.20230924026,2023-09-24-07:00,Carolina,Seattle,"-4.5, O/U 42.5",42.5,66.94,92.75,-110.0,1.910,True,42.5,33.06,7.25,-110.0,1.910,False,185.0,2.850,1.9,3.77,False,-225.0,1.440,98.11,96.23,True,4.5,-105.0,1.950,29.21,27.42,False,-4.5,-115.0,1.870,70.79,72.58,True
0,nfl.g.20230924028,2023-09-24-07:00,Buffalo,Washington,"-5.5, O/U 44",44,80.53,89.62,-110.0,1.910,False,44,19.47,10.38,-110.0,1.910,True,-250.0,1.400,95.73,89.28,True,200.0,3.000,4.28,10.72,False,-5.5,-110.0,1.910,69.12,66.32,True,5.5,-110.0,1.910,30.88,33.68,False
0,nfl.g.20230924030,2023-09-24-07:00,Houston,Jacksonville,"-7.5, O/U 43.5",43.5,82.6,82.99,-110.0,1.910,True,43.5,17.4,17.01,-110.0,1.910,False,300.0,4.000,3.87,5.42,True,-375.0,1.260,96.13,94.58,False,7.5,-115.0,1.870,31.93,32.28,True,-7.5,-105.0,1.950,68.07,67.72,False
0,nfl.g.20230924033,2023-09-24-07:00,Indianapolis,Baltimore,"-7.5, O/U 44",44,62.11,86.18,-110.0,1.910,False,44,37.89,13.82,-110.0,1.910,True,300.0,4.000,11.53,4.69,True,-375.0,1.260,88.47,95.31,False,7.5,-115.0,1.870,44.53,41.25,True,-7.5,-105.0,1.950,55.47,58.75,False
0,nfl.g.20230925004,2023-09-25-07:00,LA Rams,Cincinnati,"-3, O/U 45.5",45.5,63.83,63.04,-110.0,1.910,False,45.5,36.17,36.96,-110.0,1.910,True,145.0,2.450,39.96,14.94,False,-175.0,1.570,60.03,85.06,True,3,-105.0,1.950,62.36,64.3,,-3,-115.0,1.870,37.64,35.7,
0,nfl.g.20230925027,2023-09-25-07:00,Philadelphia,Tampa Bay,"-5.5, O/U 44",44,65.44,70.08,-110.0,1.910,False,44,34.56,29.92,-110.0,1.910,True,-250.0,1.400,87.08,92.58,True,200.0,3.000,12.91,7.42,False,-5.5,-115.0,1.870,62.17,56.34,True,5.5,-105.0,1.950,37.83,43.66,False
0,nfl.g.20230928009,2023-09-28-07:00,Detroit,Green Bay,"-2.5, O/U 45",45,51.8,60.8,-110.0,1.910,True,45,48.2,39.2,-110.0,1.910,False,-135.0,1.740,85.82,56.49,True,115.0,2.150,14.18,43.51,False,-2.5,-105.0,1.950,48.17,50.12,True,2.5,-115.0,1.870,51.83,49.88,False
0,nfl.g.20231001002,2023-10-01-07:00,Miami,Buffalo,"-2.5, O/U 52.5",52.5,80.89,72.37,-110.0,1.910,True,52.5,19.11,27.63,-110.0,1.910,False,125.0,2.250,83.52,51.4,False,-150.0,1.670,16.46,48.6,True,2.5,100.0,2.000,66.86,65.73,False,-2.5,-120.0,1.830,33.14,34.27,True
0,nfl.g.20231001003,2023-10-01-07:00,Denver,Chicago,"-3, O/U 47",47,68.27,57.73,-110.0,1.910,True,47,31.73,42.27,-110.0,1.910,False,-165.0,1.600,68.95,68.81,True,140.0,2.400,31.05,31.19,False,-3,-110.0,1.910,70.93,61.36,,3,-110.0,1.910,29.07,38.64,
0,nfl.g.20231001005,2023-10-01-07:00,Baltimore,Cleveland,"-1.5, O/U 38.5",38.5,61.2,78.11,-110.0,1.910,False,38.5,38.8,21.89,-110.0,1.910,True,-125.0,1.800,69.44,36.44,True,105.0,2.050,30.57,63.56,False,-1.5,-110.0,1.910,77.72,61.6,True,1.5,-110.0,1.910,22.28,38.4,False
0,nfl.g.20231001006,2023-10-01-07:00,New England,Dallas,"-6.5, O/U 43",43,57.95,79.25,-110.0,1.910,False,43,42.05,20.75,-110.0,1.910,True,225.0,3.250,17.2,18.75,False,-275.0,1.360,82.79,81.25,True,6.5,-115.0,1.870,27.39,33.17,False,-6.5,-105.0,1.950,72.61,66.83,True
0,nfl.g.20231001010,2023-10-01-07:00,Cincinnati,Tennessee,"-2.5, O/U 41.5",41.5,69.23,81.33,-110.0,1.910,False,41.5,30.77,18.67,-110.0,1.910,True,-145.0,1.700,88.05,81.24,False,120.0,2.200,11.96,18.76,True,-2.5,-110.0,1.910,52.58,70.31,False,2.5,-110.0,1.910,47.42,29.69,True
0,nfl.g.20231001011,2023-10-01-07:00,LA Rams,Indianapolis,"-1, O/U 44.5",44.5,79.09,70.69,-110.0,1.910,True,44.5,20.91,29.31,-110.0,1.910,False,-115.0,1.870,62.1,50.5,True,-105.0,1.950,37.9,49.5,False,-1,-110.0,1.910,75.7,60.54,True,1,-110.0,1.910,24.3,39.46,False
0,nfl.g.20231001018,2023-10-01-07:00,Tampa Bay,New Orleans,"-4.5, O/U 41",41,68.27,85.81,-110.0,1.910,False,41,31.73,14.19,-110.0,1.910,True,180.0,2.800,59.47,24.22,True,-225.0,1.450,40.53,75.78,False,4.5,-110.0,1.910,63.39,72.95,True,-4.5,-110.0,1.910,36.61,27.05,False
0,nfl.g.20231001020,2023-10-01-07:00,Kansas City,NY Jets,"-7.5, O/U 41.5",37.5,78.37,80.72,-210.0,1.480,True,37.5,21.63,19.28,155.0,2.550,False,-450.0,1.230,97.63,90.13,True,333.0,4.300,2.38,9.87,False,-7.5,-115.0,1.870,75.9,88.75,False,7.5,-105.0,1.950,24.1,11.25,True
0,nfl.g.20231001021,2023-10-01-07:00,Washington,Philadelphia,"-8.5, O/U 43",43,76.87,81.88,-110.0,1.910,True,43,23.13,18.12,-110.0,1.910,False,350.0,4.500,2.18,3.26,False,-450.0,1.220,97.82,96.74,True,8.5,-105.0,1.950,22.75,21.53,True,-8.5,-115.0,1.870,77.25,78.47,False
0,nfl.g.20231001024,2023-10-01-07:00,Las Vegas,LA Chargers,"-6.5, O/U 49",49,64.83,65.82,-110.0,1.910,False,49,35.17,34.18,-110.0,1.910,True,240.0,3.400,11.6,13.67,False,-300.0,1.330,88.4,86.33,True,6.5,-110.0,1.910,34.72,25.24,False,-6.5,-110.0,1.910,65.28,74.76,True
0,nfl.g.20231001025,2023-10-01-07:00,Arizona,San Francisco,"-14.5, O/U 44",44,90.29,86.05,-110.0,1.910,True,44,9.71,13.95,-110.0,1.910,False,700.0,8.000,18.18,4.38,False,-1100.0,1.090,81.83,95.62,True,14.5,-110.0,1.910,15.9,27.6,False,-14.5,-110.0,1.910,84.1,72.4,True
0,nfl.g.20231001029,2023-10-01-07:00,Minnesota,Carolina,"-4.5, O/U 46",46,69.29,81.58,-110.0,1.910,False,46,30.71,18.42,-110.0,1.910,True,-210.0,1.480,96.25,85.44,True,170.0,2.700,3.75,14.56,False,-4.5,-105.0,1.950,76.85,78.89,True,4.5,-115.0,1.870,23.15,21.11,False
0,nfl.g.20231001030,2023-10-01-07:00,Atlanta,Jacksonville,"-3.5, O/U 42.5",42.5,57.4,75.85,-110.0,1.910,False,42.5,42.6,24.15,-110.0,1.910,True,150.0,2.500,24.09,27.55,False,-185.0,1.550,75.91,72.45,True,3.5,-115.0,1.870,28.12,43.68,False,-3.5,-105.0,1.950,71.88,56.32,True
0,nfl.g.20231001034,2023-10-01-07:00,Pittsburgh,Houston,"-3, O/U 41.5",41.5,76.82,83.07,-110.0,1.910,False,41.5,23.18,16.93,-110.0,1.910,True,-155.0,1.650,86.91,77.57,False,130.0,2.300,13.09,22.43,True,-3,-105.0,1.950,41.23,60.15,False,3,-115.0,1.870,58.77,39.85,True
0,nfl.g.20231002019,2023-10-02-07:00,Seattle,NY Giants,"-2.5, O/U 45.5",45.5,59.48,62.37,-120.0,1.830,False,45.5,40.52,37.63,-110.0,1.910,True,-145.0,1.700,88.67,59.74,True,120.0,2.200,11.35,40.26,False,-2.5,-110.0,1.910,59.41,59.98,True,2.5,-110.0,1.910,40.59,40.02,False
0,nfl.g.20231005028,2023-10-05-07:00,Chicago,Washington,"-6, O/U 44.5",44.5,77.79,75.42,-110.0,1.910,True,44.5,22.21,24.58,-110.0,1.910,False,220.0,3.200,15.73,11.8,True,-275.0,1.360,84.27,88.2,False,6,-110.0,1.910,39.89,31.02,True,-6,-110.0,1.910,60.11,68.98,False
0,nfl.g.20231008001,2023-10-08-07:00,Houston,Atlanta,"-2.5, O/U 42",42,88.11,83.97,-110.0,1.910,False,42,11.89,16.03,-110.0,1.910,True,115.0,2.150,73.75,28.58,False,-135.0,1.740,26.25,71.42,True,2.5,-110.0,1.910,76.53,76.16,True,-2.5,-110.0,1.910,23.47,23.84,False
0,nfl.g.20231008002,2023-10-08-07:00,Jacksonville,Buffalo,"-5.5, O/U 48.5",48.5,63.78,66.24,-110.0,1.910,False,48.5,36.22,33.76,-110.0,1.910,True,200.0,3.000,5.08,5.95,True,-250.0,1.400,94.93,94.05,False,5.5,-115.0,1.870,23.12,24.25,True,-5.5,-105.0,1.950,76.88,75.75,False
0,nfl.g.20231008007,2023-10-08-07:00,NY Jets,Denver,"-2.5, O/U 42.5",42.5,60.76,70.33,-110.0,1.910,True,42.5,39.24,29.67,-110.0,1.910,False,115.0,2.150,71.69,31.25,True,-140.0,1.720,28.31,68.75,False,2.5,-115.0,1.870,84.97,73.35,True,-2.5,-105.0,1.950,15.03,26.65,False
0,nfl.g.20231008008,2023-10-08-07:00,Carolina,Detroit,"-9.5, O/U 43.5",43.5,70.1,71.7,-110.0,1.910,True,43.5,29.9,28.3,-110.0,1.910,False,375.0,4.750,4.31,4.1,False,-500.0,1.200,95.7,95.9,True,9.5,-110.0,1.910,32.66,25.31,False,-9.5,-110.0,1.910,67.34,74.69,True
0,nfl.g.20231008011,2023-10-08-07:00,Tennessee,Indianapolis,"-2.5, O/U 43.5",43.5,67.74,72.91,-110.0,1.910,False,43.5,32.26,27.09,-110.0,1.910,True,-140.0,1.720,53.52,59.37,False,115.0,2.150,46.48,40.63,True,-2.5,-110.0,1.910,32.88,37.55,False,2.5,-110.0,1.910,67.12,62.45,True
0,nfl.g.20231008014,2023-10-08-07:00,Philadelphia,LA Rams,"-3.5, O/U 50.5",50.5,72.39,77.91,-110.0,1.910,False,50.5,27.61,22.09,-110.0,1.910,True,-200.0,1.500,76.25,86.03,True,165.0,2.650,23.73,13.97,False,-3.5,-115.0,1.870,37.35,52.61,True,3.5,-105.0,1.950,62.65,47.39,False
0,nfl.g.20231008015,2023-10-08-07:00,NY Giants,Miami,"-12.5, O/U 48",48,68.62,76.13,-110.0,1.910,False,48,31.38,23.87,-110.0,1.910,True,525.0,6.250,18.16,2.85,False,-750.0,1.130,81.84,97.15,True,12.5,-110.0,1.910,11.48,12.95,False,-12.5,-110.0,1.910,88.52,87.05,True
0,nfl.g.20231008016,2023-10-08-07:00,Kansas City,Minnesota,"-3.5, O/U 52.5",52.5,83.85,63.86,-110.0,1.910,False,52.5,16.15,36.14,-110.0,1.910,True,-190.0,1.530,92.09,82.98,True,155.0,2.550,7.91,17.02,False,-3.5,-105.0,1.950,53.76,68.35,True,3.5,-115.0,1.870,46.24,31.65,False
0,nfl.g.20231008017,2023-10-08-07:00,New Orleans,New England,"-1.5, O/U 38.5",38.5,49.95,69.74,-110.0,1.910,False,38.5,50.05,30.26,-110.0,1.910,True,110.0,2.100,57.97,33.82,True,-130.0,1.770,42.04,66.18,False,1.5,-105.0,1.950,52.76,59.2,True,-1.5,-115.0,1.870,47.24,40.8,False
0,nfl.g.20231008022,2023-10-08-07:00,Cincinnati,Arizona,"-3, O/U 45",45,,,-110.0,1.910,True,45,,,-110.0,1.910,False,-165.0,1.590,,,True,140.0,2.400,,,False,-3,-115.0,1.870,,,True,3,-105.0,1.950,,,False
0,nfl.g.20231008023,2023-10-08-07:00,Baltimore,Pittsburgh,"-4.5, O/U 38.5",38.5,49.81,70.02,-110.0,1.910,False,38.5,50.19,29.98,-110.0,1.910,True,-225.0,1.450,92.53,88.38,False,180.0,2.800,7.47,11.62,True,-4.5,-110.0,1.910,63.62,64.42,False,4.5,-110.0,1.910,36.38,35.58,True
0,nfl.g.20231008025,2023-10-08-07:00,Dallas,San Francisco,"-3.5, O/U 45",45,51.91,54.38,-110.0,1.910,True,45,48.09,45.62,-110.0,1.910,False,150.0,2.500,21.12,16.29,False,-185.0,1.550,78.89,83.71,True,3.5,-115.0,1.870,43.31,39.34,False,-3.5,-105.0,1.950,56.69,60.66,True
0,nfl.g.20231009013,2023-10-09-07:00,Green Bay,Las Vegas,"-1.5, O/U 45",45,73.74,69.67,-110.0,1.910,False,45,26.26,30.33,-110.0,1.910,True,105.0,2.050,39.33,24.87,False,-125.0,1.800,60.66,75.13,True,1.5,-110.0,1.910,97.61,98.05,False,-1.5,-110.0,1.910,2.39,1.95,True
0,nfl.g.20231012012,2023-10-12-07:00,Denver,Kansas City,"-10.5, O/U 47.5",47.5,65.65,71.15,-110.0,1.910,False,47.5,34.35,28.85,-110.0,1.910,True,475.0,5.750,3.44,2.65,False,-650.0,1.150,96.57,97.35,True,10.5,-110.0,1.910,22.9,22.53,False,-10.5,-110.0,1.910,77.1,77.47,True
0,nfl.g.20231015001,2023-10-15-07:00,Washington,Atlanta,"-1.5, O/U 42",42,80.42,77.94,-110.0,1.910,False,42,19.58,22.06,-110.0,1.910,True,105.0,2.050,40.09,16.15,True,-125.0,1.800,59.91,83.85,False,1.5,-110.0,1.910,70.18,57.13,True,-1.5,-110.0,1.910,29.82,42.87,False
0,nfl.g.20231015002,2023-10-15-07:00,NY Giants,Buffalo,"-15.5, O/U 43",43,68.23,74.07,-110.0,1.910,False,43,31.77,25.93,-110.0,1.910,True,750.0,8.500,9.25,4.08,False,-1200.0,1.080,90.75,95.92,True,15.5,-115.0,1.870,22.56,22.82,True,-15.5,-105.0,1.950,77.44,77.18,False
0,nfl.g.20231015003,2023-10-15-07:00,Minnesota,Chicago,"-3, O/U 44.5",44.5,75.14,78.18,-110.0,1.910,False,44.5,24.86,21.82,-110.0,1.910,True,-165.0,1.600,73.23,69.69,True,140.0,2.400,26.76,30.31,False,-3,-115.0,1.870,41.03,54.75,True,3,-105.0,1.950,58.97,45.25,False
0,nfl.g.20231015004,2023-10-15-07:00,Seattle,Cincinnati,"-3, O/U 45.5",45.5,86.71,75.88,-110.0,1.910,False,45.5,13.29,24.12,-110.0,1.910,True,130.0,2.300,39.46,18.78,False,-155.0,1.650,60.54,81.22,True,3,-110.0,1.910,44.77,43.49,False,-3,-110.0,1.910,55.23,56.51,True
0,nfl.g.20231015005,2023-10-15-07:00,San Francisco,Cleveland,"-9.5, O/U 36",36,73.02,85.38,-110.0,1.910,,36,26.98,14.62,-110.0,1.910,,-500.0,1.200,96.06,93.17,False,375.0,4.750,3.94,6.83,True,-9.5,-110.0,1.910,85.63,84.93,False,9.5,-110.0,1.910,14.37,15.07,True
0,nfl.g.20231015010,2023-10-15-07:00,Baltimore,Tennessee,"-5.5, O/U 42",42,78.0,66.89,-110.0,1.910,False,42,22.0,33.11,-110.0,1.910,True,-250.0,1.400,78.65,79.24,True,200.0,3.000,21.35,20.76,False,-5.5,-110.0,1.910,73.73,60.73,True,5.5,-110.0,1.910,26.27,39.27,False
0,nfl.g.20231015013,2023-10-15-07:00,New England,Las Vegas,"-3, O/U 41.5",41.5,63.01,74.14,-110.0,1.910,False,41.5,36.99,25.86,-110.0,1.910,True,125.0,2.250,20.52,26.92,False,-150.0,1.670,79.48,73.08,True,3,-115.0,1.870,50.75,51.98,False,-3,-105.0,1.950,49.25,48.02,True
0,nfl.g.20231015014,2023-10-15-07:00,Arizona,LA Rams,"-7, O/U 48",48,73.13,73.51,-110.0,1.910,False,48,26.87,26.49,-110.0,1.910,True,260.0,3.600,7.82,10.82,False,-350.0,1.300,92.18,89.18,True,7,-105.0,1.950,26.27,19.18,False,-7,-115.0,1.870,73.73,80.82,True
0,nfl.g.20231015015,2023-10-15-07:00,Carolina,Miami,"-14, O/U 47.5",47.5,65.73,71.88,-110.0,1.910,True,47.5,34.27,28.12,-110.0,1.910,False,750.0,8.500,12.9,2.16,False,-1200.0,1.080,87.09,97.84,True,14,-110.0,1.910,24.65,13.28,False,-14,-110.0,1.910,75.35,86.72,True
0,nfl.g.20231015020,2023-10-15-07:00,Philadelphia,NY Jets,"-6.5, O/U 43.5",43.5,,,-110.0,1.910,False,43.5,,,-110.0,1.910,True,-300.0,1.330,,,False,240.0,3.400,,,True,-6.5,-110.0,1.910,,,False,6.5,-110.0,1.910,,,True
0,nfl.g.20231015027,2023-10-15-07:00,Detroit,Tampa Bay,"-3, O/U 43",43,83.49,85.62,-110.0,1.910,False,43,16.51,14.38,-110.0,1.910,True,-165.0,1.600,74.63,66.98,True,140.0,2.400,25.37,33.02,False,-3,-110.0,1.910,55.78,68.21,True,3,-110.0,1.910,44.22,31.79,False
0,nfl.g.20231015030,2023-10-15-07:00,Indianapolis,Jacksonville,"-4.5, O/U 44",44,82.71,73.02,-110.0,1.910,True,44,17.29,26.98,-110.0,1.910,False,170.0,2.700,15.95,13.51,False,-210.0,1.480,84.05,86.49,True,4.5,-115.0,1.870,45.33,45.47,False,-4.5,-105.0,1.950,54.67,54.53,True
0,nfl.g.20231015034,2023-10-15-07:00,New Orleans,Houston,"-2.5, O/U 42",42,71.76,64.84,-110.0,1.910,False,42,28.24,35.16,-110.0,1.910,True,-130.0,1.770,59.34,56.03,False,110.0,2.100,40.67,43.97,True,-2.5,-110.0,1.910,44.44,44.61,False,2.5,-110.0,1.910,55.56,55.39,True
0,nfl.g.20231016024,2023-10-16-07:00,Dallas,LA Chargers,"-1.5, O/U 49.5",49.5,57.69,53.64,-110.0,1.910,False,49.5,42.31,46.36,-110.0,1.910,True,-120.0,1.830,72.4,64.28,True,100.0,2.000,27.6,35.72,False,-1.5,-110.0,1.910,47.44,55.51,True,1.5,-110.0,1.910,52.56,44.49,False
0,nfl.g.20231019018,2023-10-19-07:00,Jacksonville,New Orleans,"-2.5, O/U 40.5",40.5,71.7,66.91,-115.0,1.870,True,40.5,28.3,33.09,-105.0,1.950,False,120.0,2.200,79.08,22.13,True,-145.0,1.690,20.93,77.87,False,2.5,-115.0,1.870,70.71,65.62,True,-2.5,-105.0,1.950,29.29,34.38,False
0,nfl.g.20231022003,2023-10-22-07:00,Las Vegas,Chicago,"-2.5, O/U 38.5",38.5,76.17,77.2,-110.0,1.910,True,38.5,23.83,22.8,-110.0,1.910,False,-130.0,1.760,86.34,69.53,False,110.0,2.100,13.65,30.47,True,-2.5,-105.0,1.950,43.8,67.07,False,2.5,-115.0,1.870,56.2,32.93,True
0,nfl.g.20231022007,2023-10-22-07:00,Green Bay,Denver,"-1, O/U 44",44,55.09,58.53,-110.0,1.910,False,44,44.91,41.47,-110.0,1.910,True,100.0,2.000,91.69,58.64,False,-120.0,1.830,8.31,41.36,True,1,-115.0,1.870,28.93,41.5,False,-1,-105.0,1.950,71.07,58.5,True
0,nfl.g.20231022011,2023-10-22-07:00,Cleveland,Indianapolis,"-3.5, O/U 40",40,58.62,70.87,-110.0,1.910,True,40,41.38,29.13,-110.0,1.910,False,-185.0,1.550,87.93,83.4,True,150.0,2.500,12.07,16.6,False,-3.5,-105.0,1.950,63.2,65.1,False,3.5,-115.0,1.870,36.8,34.9,True
0,nfl.g.20231022012,2023-10-22-07:00,LA Chargers,Kansas City,"-5.5, O/U 48.5",48.5,21.29,41.65,-110.0,1.910,False,48.5,78.71,58.35,-110.0,1.910,True,200.0,3.000,,9.71,False,-250.0,1.400,,90.29,True,5.5,-105.0,1.950,31.5,56.38,False,-5.5,-115.0,1.870,68.5,43.62,True
0,nfl.g.20231022014,2023-10-22-07:00,Pittsburgh,LA Rams,"-3.5, O/U 44",44,50.98,49.13,-110.0,1.910,False,44,49.02,50.87,-110.0,1.910,True,145.0,2.450,25.2,15.57,True,-175.0,1.570,74.8,84.43,False,3.5,-115.0,1.870,30.63,31.58,True,-3.5,-105.0,1.950,69.37,68.42,False
0,nfl.g.20231022017,2023-10-22-07:00,Buffalo,New England,"-7.5, O/U 41.5",41.5,62.61,70.15,-105.0,1.950,True,41.5,37.39,29.85,-115.0,1.870,False,-400.0,1.250,94.05,88.18,False,310.0,4.100,5.95,11.82,True,-7.5,-110.0,1.910,80.95,87.31,False,7.5,-110.0,1.910,19.05,12.69,True
0,nfl.g.20231022019,2023-10-22-07:00,Washington,NY Giants,"-3, O/U 37",37,66.35,79.43,-110.0,1.910,False,37,33.65,20.57,-110.0,1.910,True,-155.0,1.650,63.77,77.52,False,130.0,2.300,36.23,22.48,True,-3,-110.0,1.910,55.52,53.93,False,3,-110.0,1.910,44.48,46.07,True
0,nfl.g.20231022021,2023-10-22-07:00,Miami,Philadelphia,"-3, O/U 52",52,71.19,75.24,-110.0,1.910,False,52,28.81,24.76,-120.0,1.830,True,130.0,2.300,43.78,24.04,False,-160.0,1.630,56.23,75.96,True,3,-110.0,1.910,51.0,57.57,False,-3,-110.0,1.910,49.0,42.43,True
0,nfl.g.20231022026,2023-10-22-07:00,Arizona,Seattle,"-8.5, O/U 43.5",43.5,60.52,62.56,-110.0,1.910,False,43.5,39.48,37.44,-110.0,1.910,True,340.0,4.400,10.12,5.4,False,-450.0,1.220,89.88,94.6,True,8.5,-110.0,1.910,28.91,31.41,False,-8.5,-110.0,1.910,71.09,68.59,True
0,nfl.g.20231022027,2023-10-22-07:00,Atlanta,Tampa Bay,"-3, O/U 37.5",37.5,70.53,79.84,-110.0,1.910,False,37.5,29.47,20.16,-110.0,1.910,True,130.0,2.300,12.1,21.63,True,-155.0,1.640,87.91,78.37,False,3,-115.0,1.870,65.26,37.15,True,-3,-105.0,1.950,34.74,62.85,False
0,nfl.g.20231022033,2023-10-22-07:00,Detroit,Baltimore,"-3, O/U 43.5",43.5,62.92,66.84,-110.0,1.910,True,43.5,37.08,33.16,-110.0,1.910,False,135.0,2.350,85.45,46.89,False,-160.0,1.620,14.55,53.11,True,3,-105.0,1.950,75.72,82.21,False,-3,-115.0,1.870,24.28,17.79,True
0,nfl.g.20231023016,2023-10-23-07:00,San Francisco,Minnesota,"-7, O/U 43.5",43.5,68.25,64.03,-115.0,1.870,False,43.5,31.75,35.97,-105.0,1.950,True,-300.0,1.330,88.36,84.43,False,240.0,3.400,11.64,15.57,True,-7,100.0,2.000,72.52,75.83,False,7,-120.0,1.830,27.48,24.17,True
0,nfl.g.20231026002,2023-10-26-07:00,Tampa Bay,Buffalo,"-10, O/U 43",43,80.28,79.41,-110.0,1.910,False,43,19.72,20.59,-110.0,1.910,True,375.0,4.750,12.11,7.62,False,-500.0,1.200,87.89,92.38,True,10,-110.0,1.910,32.08,34.94,True,-10,-110.0,1.910,67.92,65.06,False
0,nfl.g.20231029006,2023-10-29-07:00,LA Rams,Dallas,"-7, O/U 44.5",44.5,78.33,76.57,-110.0,1.910,True,44.5,21.67,23.43,-110.0,1.910,False,240.0,3.400,44.29,11.49,False,-300.0,1.330,55.71,88.51,True,7,-115.0,1.870,5.99,5.0,False,-7,-105.0,1.950,94.01,95.0,True
0,nfl.g.20231029007,2023-10-29-07:00,Kansas City,Denver,"-7, O/U 45.5",45.5,52.83,57.94,-110.0,1.910,False,45.5,47.17,42.06,-110.0,1.910,True,-350.0,1.300,97.98,92.61,False,260.0,3.600,2.02,7.39,True,-7,-105.0,1.950,94.63,97.02,False,7,-115.0,1.870,5.37,2.98,True
0,nfl.g.20231029009,2023-10-29-07:00,Minnesota,Green Bay,"-1, O/U 41.5",41.5,,,-110.0,1.910,False,41.5,,,-110.0,1.910,True,-110.0,1.910,,,True,-110.0,1.910,,,False,-1,-105.0,1.950,,,True,1,-115.0,1.870,,,False
0,nfl.g.20231029010,2023-10-29-07:00,Atlanta,Tennessee,"-2.5, O/U 35",35,61.25,66.76,-110.0,1.910,True,35,38.75,33.24,-110.0,1.910,False,-135.0,1.740,73.72,74.72,False,115.0,2.150,26.28,25.28,True,-2.5,-110.0,1.910,6.07,2.22,False,2.5,-110.0,1.910,93.93,97.78,True
0,nfl.g.20231029011,2023-10-29-07:00,New Orleans,Indianapolis,"-2.5, O/U 43.5",43.5,69.51,67.6,-115.0,1.870,True,43.5,30.49,32.4,-105.0,1.950,False,-130.0,1.770,61.92,59.1,True,110.0,2.100,38.08,40.9,False,-2.5,-105.0,1.950,27.3,37.84,True,2.5,-115.0,1.870,72.7,62.16,False
0,nfl.g.20231029015,2023-10-29-07:00,New England,Miami,"-7.5, O/U 46.5",46.5,68.66,63.2,-110.0,1.910,True,46.5,31.34,36.8,-110.0,1.910,False,290.0,3.900,5.66,4.97,False,-375.0,1.270,94.34,95.03,True,7.5,-105.0,1.950,31.52,2.56,False,-7.5,-115.0,1.870,68.48,97.44,True
0,nfl.g.20231029019,2023-10-29-07:00,NY Jets,NY Giants,"-3, O/U 34.5",34.5,,,-110.0,1.910,False,34.5,,,-110.0,1.910,True,-165.0,1.600,,,True,140.0,2.400,,,False,-3,-115.0,1.870,,,,3,-105.0,1.950,,,
0,nfl.g.20231029022,2023-10-29-07:00,Baltimore,Arizona,"-9.5, O/U 45",45,57.88,63.67,-110.0,1.910,True,45,42.12,36.33,-110.0,1.910,False,-500.0,1.200,97.09,96.17,True,375.0,4.750,2.9,3.83,False,-9.5,-110.0,1.910,84.79,98.77,False,9.5,-110.0,1.910,15.21,1.23,True
0,nfl.g.20231029023,2023-10-29-07:00,Jacksonville,Pittsburgh,"-2.5, O/U 41",41,65.32,66.38,-110.0,1.910,False,41,34.68,33.62,-110.0,1.910,True,-135.0,1.740,73.31,67.84,True,115.0,2.150,26.69,32.16,False,-2.5,-110.0,1.910,38.81,53.64,True,2.5,-110.0,1.910,61.19,46.36,False
